REF_DATE,GEO,Gender,Type of corporation,Industry,VALUE
2016,Yukon,Men,Total all corporations,Unclassified industry,1.0
2016,Yukon,Men,Total all corporations,Unclassified industry,0.0
2016,Yukon,Men,Total all corporations,Unclassified industry,1.0
2016,Yukon,Men,Total all corporations,Unclassified industry,0.0
2016,Yukon,Men,Total all corporations,Unclassified industry,0.0
2016,Yukon,Men,Total all corporations,Unclassified industry,0.0
2016,Yukon,Men,Total all corporations,Unclassified industry,0.0
2016,Yukon,Men,Total all corporations,Unclassified industry,0.0
2016,Yukon,Men,Total all corporations,Unclassified industry,0.0
2016,Yukon,Men,Total all corporations,Unclassified industry,0.0
2016,Yukon,Men,Total all corporations,Unclassified industry,0.0
2016,Yukon,Men,Total all corporations,Unclassified industry,0.0
2016,Yukon,Men,Total all corporations,Unclassified industry,1.0
2016,Yukon,Men,Total all corporations,Unclassified industry,0.0
2016,Yukon,Men,Total all corporations,Unclassified industry,1.0
2016,Yukon,Men,Total all corporations,Unclassified industry,0.0
2016,Yukon,Men,Total all corporations,Unclassified industry,0.0
2016,Yukon,Men,Total all corporations,Unclassified industry,0.0
2016,Yukon,Men,Total all corporations,Unclassified industry,0.0
2016,Yukon,Men,Total all corporations,Unclassified industry,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Finance,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Utilities,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Energy,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Construction,0.0
2016,Northwest Territories,Women,Total all corporations,Other industry,0.0
2016,Northwest Territories,Women,Total all corporations,Other industry,11.0
2016,Northwest Territories,Women,Total all corporations,Other industry,1.0
2016,Northwest Territories,Women,Total all corporations,Other industry,10.0
2016,Northwest Territories,Women,Total all corporations,Other industry,0.0
2016,Northwest Territories,Women,Total all corporations,Other industry,5.0
2016,Northwest Territories,Women,Total all corporations,Other industry,0.0
2016,Northwest Territories,Women,Total all corporations,Other industry,5.0
2016,Northwest Territories,Women,Total all corporations,Other industry,0.0
2016,Northwest Territories,Women,Total all corporations,Other industry,4.0
2016,Northwest Territories,Women,Total all corporations,Other industry,0.0
2016,Northwest Territories,Women,Total all corporations,Other industry,4.0
2016,Northwest Territories,Women,Total all corporations,Other industry,0.0
2016,Northwest Territories,Women,Total all corporations,Other industry,1.0
2016,Northwest Territories,Women,Total all corporations,Other industry,0.0
2016,Northwest Territories,Women,Total all corporations,Other industry,1.0
2016,Northwest Territories,Women,Total all corporations,Other industry,0.0
2016,Northwest Territories,Women,Total all corporations,Other industry,1.0
2016,Northwest Territories,Women,Total all corporations,Other industry,1.0
2016,Northwest Territories,Women,Total all corporations,Other industry,0.0
2016,Northwest Territories,Women,Total all corporations,Other industry,0.0
2016,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2016,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2016,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2016,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
